'Page Number,'Type,'Text,'Confidence Score % (Line),
"'3","'LINE","'X forms the top layer.","'99.42619324"
"'3","'LINE","'C","'94.08691406"
"'3","'LINE","'Y forms the bottom layer.","'99.88407898"
"'3","'LINE","'D Z forms the layer below Y.","'99.71701813"
"'3","'LINE","'6","'99.96347046"
"'3","'LINE","'A weightless beam is balanced on a pivot as shown. Forces P, Q and R act on the beam.","'99.83229828"
"'3","'LINE","'Q","'99.87218475"
"'3","'LINE","'C","'93.76926422"
"'3","'LINE","'a","'99.93720245"
"'3","'LINE","'weightless beam","'99.94145203"
"'3","'LINE","'d","'99.82745361"
"'3","'LINE","'pivot","'99.93194580"
"'3","'LINE","'P","'99.87110138"
"'3","'LINE","'R","'99.63279724"
"'3","'LINE","'Which equation is correct?","'99.97158813"
"'3","'LINE","'A (Pxc)+(Qxb)=(Rxa","'60.74499512"
"'3","'LINE","'B (Pxc)-(Qxb)(Rxa","'59.80203247"
"'3","'LINE","'C Pxd)+(Q xb)(Rxa","'59.77523804"
"'3","'LINE","'D (Pxd)-(Qxb)(Rxa)","'61.28746796"
"'3","'LINE","'© UCLES 2024","'89.61439514"
"'3","'LINE","'0625/22/F/M/24","'99.39960480"
"'3","'LINE","'[Turn over","'99.60523224"
"'4","'LINE","'4","'99.87202454"
"'4","'LINE","'7","'99.95197296"
"'4","'LINE","'An object is moving at +3.0m/s.","'99.57858276"
"'4","'LINE","'A force acts on the object.","'99.94432068"
"'4","'LINE","'After a time, the object is moving at -4.0m/s.","'99.50827026"
"'4","'LINE","'The mass of the object is 5.0kg.","'97.88169861"
"'4","'LINE","'What is the change in momentum of the body?","'99.95973969"
"'4","'LINE","'A -35kgm/s B -5.0kgm/s C +5.0kgm/s D +35kgm/s","'93.71360779"
"'4","'LINE","'8","'99.97443390"
"'4","'LINE","'The diagram shows a column of liquid. The pressure, due to the liquid, at the bottom of the liquid","'99.86174774"
"'4","'LINE","'is 6000 N / m ² .","'76.89838409"
"'4","'LINE","'50 cm","'99.71589661"
"'4","'LINE","'What is the density of the liquid?","'99.97536469"
"'4","'LINE","'A 310kg/m3 3","'79.15637207"
"'4","'LINE","'B 1200 kg/m3","'72.99028015"
"'4","'LINE","'C 29000kg/m3","'76.92002106"
"'4","'LINE","'D 120000kg/m3","'78.48297882"
"'4","'LINE","'9","'99.98069000"
"'4","'LINE","'Which statement correctly describes a change of state?","'99.96015167"
"'4","'LINE","'A A gas condenses to form a liquid.","'99.61141205"
"'4","'LINE","'B A liquid melts to form a solid.","'99.31620026"
"'4","'LINE","'C A solid condenses to form a liquid.","'99.23255920"
"'4","'LINE","'D A solid boils to form a gas.","'99.90964508"
"'4","'LINE","'© UCLES 2024","'85.64413452"
"'4","'LINE","'0625/22/F/M/24","'99.45042419"
"'5","'LINE","'5","'99.90929413"
"'5","'LINE","'10 The diagram shows a pan used for cooking food.","'99.88448334"
"'5","'LINE","'handle of pan","'99.90473938"
"'5","'LINE","'base of pan","'99.95510101"
"'5","'LINE","'Which row is correct for the materials used to make the base of the pan and the handle of the","'99.97195435"
"'5","'LINE","'pan?","'99.91316223"
"'5","'LINE","'base of pan","'99.94170380"
"'5","'LINE","'handle of pan","'99.92137909"
"'5","'LINE","'A","'99.80995941"
"'5","'LINE","'good thermal conductor","'99.94163513"
"'5","'LINE","'good thermal conductor","'99.93892670"
"'5","'LINE","'B","'93.02927399"
"'5","'LINE","'good thermal conductor","'99.91700745"
"'5","'LINE","'poor thermal conductor","'99.92778015"
"'5","'LINE","'C","'95.15829468"
"'5","'LINE","'poor thermal conductor","'99.92946625"
"'5","'LINE","'good thermal conductor","'99.92987061"
"'5","'LINE","'D","'99.91061401"
"'5","'LINE","'poor thermal conductor","'99.92543793"
"'5","'LINE","'poor thermal conductor","'99.93406677"
"'5","'LINE","'11 Solar heating panels consist of pipes carrying water that absorb radiation from the Sun.","'99.76398468"
"'5","'LINE","'Which texture and colour is the surface of the pipes so that the temperature of the water rises at","'98.73462677"
"'5","'LINE","'the quickest rate?","'99.79727936"
"'5","'LINE","'A","'99.72173309"
"'5","'LINE","'dull black","'99.82752228"
"'5","'LINE","'B dull white","'97.67139435"
"'5","'LINE","'C shiny black","'98.50756073"
"'5","'LINE","'D shiny white","'99.95713806"
"'5","'LINE","'12 When pollen grains in water are viewed through a microscope, they are seen to be in continuous,","'99.54547882"
"'5","'LINE","'rapid, random motion.","'99.34636688"
"'5","'LINE","'What causes a pollen grain to move in this way?","'99.94168091"
"'5","'LINE","'A convection currents in the water","'99.93933105"
"'5","'LINE","'B","'92.12129974"
"'5","'LINE","'bombardment by a single molecule of water","'99.92302704"
"'5","'LINE","'C","'96.20578003"
"'5","'LINE","'uneven bombardment on different sides by water molecules","'99.89878082"
"'5","'LINE","'D","'99.92929077"
"'5","'LINE","'collision with another pollen grain","'99.90361786"
"'5","'LINE","'© UCLES 2024","'85.93634796"
"'5","'LINE","'0625/22/F/M/24","'99.41841125"
"'5","'LINE","'[Turn over","'99.71450806"
"'6","'LINE","'6","'99.95708466"
"'6","'LINE","'13 A circular, flat-bottomed dish contains 100 cm³ of water.","'94.09271240"
"'6","'LINE","'Students are asked how to increase the rate at which the water evaporates.","'99.92397308"
"'6","'LINE","'Their suggestions are listed.","'99.83059692"
"'6","'LINE","'student 1","'99.89391327"
"'6","'LINE","'Pour the water into a flat-bottomed dish of larger diameter.","'99.58853912"
"'6","'LINE","'student 2","'99.94225311"
"'6","'LINE","'Cool the dish and water.","'99.80815125"
"'6","'LINE","'student 3","'99.94694519"
"'6","'LINE","'Create a current of air over the dish with a fan.","'99.90574646"
"'6","'LINE","'Which suggestions will increase the rate of evaporation?","'99.94719696"
"'6","'LINE","'A","'99.91941071"
"'6","'LINE","'1, 2 and 3","'99.85433197"
"'6","'LINE","'B","'96.65087128"
"'6","'LINE","'1 and 2 only","'99.93774414"
"'6","'LINE","'C","'95.52149200"
"'6","'LINE","'1 and 3 only","'99.92462158"
"'6","'LINE","'D 2 and 3 only","'99.95043182"
"'6","'LINE","'14 Matter consists of very small particles in a continual state of motion.","'99.92835236"
"'6","'LINE","'Which row describes the behaviour of particles in a liquid?","'99.92552948"
"'6","'LINE","'force","'99.98472595"
"'6","'LINE","'motion of particles","'99.94502258"
"'6","'LINE","'between particles","'99.89971161"
"'6","'LINE","'A","'99.89559937"
"'6","'LINE","'strong","'99.96454620"
"'6","'LINE","'move randomly at high speed","'99.97373962"
"'6","'LINE","'B","'97.17320251"
"'6","'LINE","'strong","'99.96214294"
"'6","'LINE","'vibrate, but change positions","'99.60659027"
"'6","'LINE","'C","'94.73527527"
"'6","'LINE","'weak","'99.94393158"
"'6","'LINE","'vibrate in fixed positions","'99.93900299"
"'6","'LINE","'D","'99.92533875"
"'6","'LINE","'weak","'99.94325256"
"'6","'LINE","'move randomly at high speed","'99.97077942"
"'6","'LINE","'© UCLES 2024","'88.99655914"
"'6","'LINE","'0625/22/F/M/24","'99.42523193"
"'7","'LINE","'7","'99.87554932"
"'7","'LINE","'15 The diagram shows the equipment used in an experiment on the heating of aluminium.","'99.80941772"
"'7","'LINE","'to power","'99.97803497"
"'7","'LINE","'supply","'99.97459412"
"'7","'LINE","'V","'96.97427368"
"'7","'LINE","'A","'99.80175018"
"'7","'LINE","'thermometer","'99.55693817"
"'7","'LINE","'insulated","'99.94393158"
"'7","'LINE","'heater","'99.95271301"
"'7","'LINE","'aluminium","'99.33766937"
"'7","'LINE","'block","'99.97552490"
"'7","'LINE","'The table gives the results for the experiment.","'99.92822266"
"'7","'LINE","'mass of block","'99.96360779"
"'7","'LINE","'0.80 kg","'99.22651672"
"'7","'LINE","'voltmeter reading","'99.65010071"
"'7","'LINE","'12V","'73.58767700"
"'7","'LINE","'ammeter reading","'99.90511322"
"'7","'LINE","'5.0 A","'98.26653290"
"'7","'LINE","'time","'99.98935699"
"'7","'LINE","'300 S","'97.59978485"
"'7","'LINE","'The specific heat capacity of aluminium is 900 J / (kg °C).","'95.25257111"
"'7","'LINE","'What is the maximum possible temperature rise in the block?","'99.93962097"
"'7","'LINE","'A","'99.90505219"
"'7","'LINE","'9°C","'60.02207947"
"'7","'LINE","'B 20 °C","'92.42228699"
"'7","'LINE","'C 25 °C","'95.84599304"
"'7","'LINE","'D 225 °C","'87.68978119"
"'7","'LINE","'16 The diagram shows a wave.","'99.92778015"
"'7","'LINE","'displacement from","'99.81176758"
"'7","'LINE","'undisturbed position","'99.70411682"
"'7","'LINE","'P","'99.11923218"
"'7","'LINE","'0","'99.67799377"
"'7","'LINE","'0","'99.26538086"
"'7","'LINE","'position","'99.96952820"
"'7","'LINE","'R","'99.79949951"
"'7","'LINE","'S","'99.65833282"
"'7","'LINE","'along wave","'99.92500305"
"'7","'LINE","'Which dimensions describe the properties of the wave?","'99.89824677"
"'7","'LINE","'A","'99.86087036"
"'7","'LINE","'P = amplitude, S = speed","'98.41075897"
"'7","'LINE","'B P = speed, Q = wavelength","'99.23513031"
"'7","'LINE","'C R = amplitude, Q = wavelength","'98.64486694"
"'7","'LINE","'D R = amplitude, S = wavelength","'99.07325745"
"'7","'LINE","'© UCLES 2024","'88.32090759"
"'7","'LINE","'0625/22/F/M/24","'99.30241394"
"'7","'LINE","'[Turn over","'99.55693817"
"'8","'LINE","'8","'99.89465332"
"'8","'LINE","'17 Which row describes some characteristics of an image formed in a plane mirror?","'99.92006683"
"'8","'LINE","'image type","'99.90843964"
"'8","'LINE","'image size","'99.85897064"
"'8","'LINE","'A","'99.84020996"
"'8","'LINE","'real","'99.97493744"
"'8","'LINE","'diminished","'99.91101074"
"'8","'LINE","'B","'95.28281403"
"'8","'LINE","'real","'99.97513580"
"'8","'LINE","'same size as the object","'99.97592926"
"'8","'LINE","'C","'96.10540009"
"'8","'LINE","'virtual","'99.53323364"
"'8","'LINE","'diminished","'99.90319061"
"'8","'LINE","'D","'99.90856934"
"'8","'LINE","'virtual","'99.61945343"
"'8","'LINE","'same size as the object","'99.97641754"
"'8","'LINE","'18 The range of audible frequencies for elephants is 10 Hz to 12 000 Hz, and for horses is 55 Hz to","'98.20640564"
"'8","'LINE","'33000 Hz.","'83.91547394"
"'8","'LINE","'Which statement about the range of audible frequencies for a healthy human ear is correct?","'99.96472931"
"'8","'LINE","'A","'99.90023041"
"'8","'LINE","'The human ear can hear all sounds heard by both elephants and horses.","'99.91235352"
"'8","'LINE","'B","'97.01338196"
"'8","'LINE","'The human ear can hear all sounds heard by elephants but not all those heard by horses.","'99.95767212"
"'8","'LINE","'C","'94.82071686"
"'8","'LINE","'The human ear can hear all sounds heard by horses but not all those heard by elephants.","'99.93733215"
"'8","'LINE","'D","'99.93240356"
"'8","'LINE","'The human ear cannot hear all sounds heard by elephants nor those heard by horses.","'99.94582367"
"'8","'LINE","'© UCLES 2024","'88.97853851"
"'8","'LINE","'0625/22/F/M/24","'99.04402161"
"'9","'LINE","'9","'99.97206116"
"'9","'LINE","'19 An object is placed in front of a plane mirror.","'99.88106537"
"'9","'LINE","'The ray diagram shows the reflection of one ray of light from the object by the mirror.","'99.91445923"
"'9","'LINE","'plane mirror","'99.62581635"
"'9","'LINE","'object","'99.98023987"
"'9","'LINE","'Where does the mirror form an image of the object?","'99.95542908"
"'9","'LINE","'A","'99.86804199"
"'9","'LINE","'B","'96.92790222"
"'9","'LINE","'image","'99.85115814"
"'9","'LINE","'image","'99.86148834"
"'9","'LINE","'C","'91.26861572"
"'9","'LINE","'D","'99.95429993"
"'9","'LINE","'image","'99.79349518"
"'9","'LINE","'image","'99.84754944"
"'9","'LINE","'20 Light refracts as it enters glass from air, as shown.","'99.89774323"
"'9","'LINE","'01","'57.38364410"
"'9","'LINE","'air","'99.97507477"
"'9","'LINE","'glass","'99.96128845"
"'9","'LINE","'O2","'90.39713287"
"'9","'LINE","'Which expression is equal to the refractive index of glass?","'99.94635773"
"'9","'LINE","'sin O","'69.32195282"
"'9","'LINE","'sin O","'72.25061798"
"'9","'LINE","'sin(90° - (01)","'75.12024689"
"'9","'LINE","'sin(90° - 01)","'86.08732605"
"'9","'LINE","'A","'99.90914154"
"'9","'LINE","'B","'97.98860931"
"'9","'LINE","'C","'94.96498108"
"'9","'LINE","'D","'99.96148682"
"'9","'LINE","'sin O2","'86.66206360"
"'9","'LINE","'sin(90° - -02)","'81.06375122"
"'9","'LINE","'sin O2","'91.96824646"
"'9","'LINE","'sin(90° - O2)","'91.89756012"
"'9","'LINE","'© UCLES 2024","'89.96582794"
"'9","'LINE","'0625/22/F/M/24","'99.18757629"
"'9","'LINE","'[Turn over","'99.74339294"
"'10","'LINE","'10","'99.96341705"
"'10","'LINE","'21 Light travelling at a speed of 3.0 X 108 m/s strikes the surface of a glass block and undergoes","'98.17320251"
"'10","'LINE","'refraction as it enters the block.","'99.83428955"
"'10","'LINE","'The diagram shows a ray of this light before and after it enters the block.","'99.91535187"
"'10","'LINE","'55°","'76.46210480"
"'10","'LINE","'glass block","'99.93230438"
"'10","'LINE","'33°","'82.61131287"
"'10","'LINE","'What is the speed of light in the glass?","'99.97151184"
"'10","'LINE","'A","'99.76332092"
"'10","'LINE","'1.8 X 108 m/s","'91.17243958"
"'10","'LINE","'B 2.0 X 108 m/s","'93.56752014"
"'10","'LINE","'C 4.5 X 108 m/s","'91.62672424"
"'10","'LINE","'D 5.0 X 108 m/s","'92.88690948"
"'10","'LINE","'22 Which row about converging lenses and diverging lenses is correct?","'99.95565796"
"'10","'LINE","'converging lenses","'99.93331146"
"'10","'LINE","'diverging lenses","'99.90419769"
"'10","'LINE","'A","'99.89002991"
"'10","'LINE","'always produce inverted images","'99.90805054"
"'10","'LINE","'can focus a parallel beam of light","'99.91300201"
"'10","'LINE","'B","'95.25973511"
"'10","'LINE","'can be used as magnifying glasses","'99.95676422"
"'10","'LINE","'do not have a principal focus","'99.97003937"
"'10","'LINE","'C","'95.77138519"
"'10","'LINE","'can be used to correct short-sightedness","'99.94174957"
"'10","'LINE","'are usually thinner than converging lenses","'99.95890045"
"'10","'LINE","'D","'99.92948151"
"'10","'LINE","'can produce real and virtual images","'99.91318512"
"'10","'LINE","'can be used to correct short-sightedness","'99.94334412"
"'10","'LINE","'© UCLES 2024","'88.34469604"
"'10","'LINE","'0625/22/F/M/24","'99.17767334"
"'11","'LINE","'11","'99.82638550"
"'11","'LINE","'23 A charged rod X is placed on a balance and another rod Y is brought close to it, as shown.","'99.78759766"
"'11","'LINE","'Y","'99.85240173"
"'11","'LINE","'X","'95.22533417"
"'11","'LINE","'X","'94.42121124"
"'11","'LINE","'45.3g","'99.61100006"
"'11","'LINE","'45.7g","'98.89417267"
"'11","'LINE","'Which combination of charges would cause the change in the balance reading shown?","'99.93437195"
"'11","'LINE","'X","'95.78293610"
"'11","'LINE","'Y","'99.90798950"
"'11","'LINE","'A","'99.90577698"
"'11","'LINE","'negative charge","'99.80393219"
"'11","'LINE","'negative charge","'99.81907654"
"'11","'LINE","'B","'98.58058929"
"'11","'LINE","'negative charge","'99.86488342"
"'11","'LINE","'positive charge","'99.83991241"
"'11","'LINE","'C","'95.63899994"
"'11","'LINE","'negative charge","'99.83314514"
"'11","'LINE","'no charge","'99.80570221"
"'11","'LINE","'D","'99.90885925"
"'11","'LINE","'positive charge","'99.86749268"
"'11","'LINE","'no charge","'99.83592224"
"'11","'LINE","'24 What is the unit of potential difference (p.d.)?","'99.89743042"
"'11","'LINE","'A ampere","'99.48036194"
"'11","'LINE","'B coulomb","'98.05902863"
"'11","'LINE","'C coulomb / second","'96.43184662"
"'11","'LINE","'D volt","'99.89110565"
"'11","'LINE","'25 The diagram shows a transformer.","'99.78466797"
"'11","'LINE","'iron core","'99.90373230"
"'11","'LINE","'550 turns","'99.94955444"
"'11","'LINE","'115 turns","'99.95837402"
"'11","'LINE","'22 000 V","'80.33998871"
"'11","'LINE","'output","'99.95859528"
"'11","'LINE","'voltage","'99.92049408"
"'11","'LINE","'What is the output voltage?","'99.96478271"
"'11","'LINE","'A","'99.87897491"
"'11","'LINE","'0.35 V","'99.45832825"
"'11","'LINE","'B 2.9V","'98.83010864"
"'11","'LINE","'C 4600 V","'98.19543457"
"'11","'LINE","'D 105000 V","'95.29635620"
"'11","'LINE","'© UCLES 2024","'90.42266846"
"'11","'LINE","'0625/22/F/M/24","'99.51432800"
"'11","'LINE","'[Turn over","'99.61476898"
"'12","'LINE","'12","'99.91699982"
"'12","'LINE","'26 The diagrams show two arrangements of a pair of identical bar magnets.","'99.87074280"
"'12","'LINE","'P","'99.72582245"
"'12","'LINE","'diagram 1","'99.88886261"
"'12","'LINE","'S","'99.23812103"
"'12","'LINE","'N","'99.90783691"
"'12","'LINE","'N","'99.91044617"
"'12","'LINE","'S","'99.39162445"
"'12","'LINE","'Q","'99.01794434"
"'12","'LINE","'R","'99.72135925"
"'12","'LINE","'diagram 2","'99.94263458"
"'12","'LINE","'S","'99.19538879"
"'12","'LINE","'N","'99.84648895"
"'12","'LINE","'S","'99.49857330"
"'12","'LINE","'N","'99.92023468"
"'12","'LINE","'Three points, P, Q and R, are shown.","'99.70478058"
"'12","'LINE","'At which point is the magnetic field due to the magnets weakest and at which point is it","'99.97525024"
"'12","'LINE","'strongest?","'99.93430328"
"'12","'LINE","'weakest","'99.95095825"
"'12","'LINE","'strongest","'99.93036652"
"'12","'LINE","'magnetic field","'99.96535492"
"'12","'LINE","'magnetic field","'99.96469116"
"'12","'LINE","'A","'99.65547180"
"'12","'LINE","'P","'99.40573883"
"'12","'LINE","'Q","'99.95574951"
"'12","'LINE","'B","'96.08676147"
"'12","'LINE","'P","'99.74110413"
"'12","'LINE","'R","'99.83848572"
"'12","'LINE","'C","'96.29903412"
"'12","'LINE","'Q","'99.92450714"
"'12","'LINE","'P","'99.74771881"
"'12","'LINE","'D","'99.84568787"
"'12","'LINE","'Q","'91.01313019"
"'12","'LINE","'R","'99.91529083"
"'12","'LINE","'27 A nichrome wire, P, has a length of 1.0m and a diameter of 1.0 mm.","'99.40102386"
"'12","'LINE","'A second nichrome wire, Q, has a length of 2.0m and a diameter of 2.0 mm.","'99.65071106"
"'12","'LINE","'Which statement correctly compares the resistance of Q with that of P?","'99.94371796"
"'12","'LINE","'A","'99.84238434"
"'12","'LINE","'The resistance of Q is one-quarter the resistance of P.","'99.89516449"
"'12","'LINE","'B","'95.41423798"
"'12","'LINE","'The resistance of Q is one-half the resistance of P.","'99.90151215"
"'12","'LINE","'C","'94.87738037"
"'12","'LINE","'The resistance of Q is the same as the resistance of P.","'99.94048309"
"'12","'LINE","'D","'99.94345856"
"'12","'LINE","'The resistance of Q is four times the resistance of P.","'99.94100189"
"'12","'LINE","'28 A student has two resistors.","'99.90289307"
"'12","'LINE","'One resistor has a resistance of 2.0 and the other has a resistance of 40kQ.","'92.14447784"
"'12","'LINE","'Which statement is correct?","'99.97957611"
"'12","'LINE","'A When connected in parallel, the combined resistance is 1.9 O.","'96.28398132"
"'12","'LINE","'B","'93.68126678"
"'12","'LINE","'When connected in parallel, the combined resistance is 2.0 .","'91.20359802"
"'12","'LINE","'C When connected in series, the combined resistance is 1.9 O.","'96.02463531"
"'12","'LINE","'D When connected in series, the combined resistance is 42 O.","'92.91680908"
"'12","'LINE","'© UCLES 2024","'90.16422272"
"'12","'LINE","'0625/22/F/M/24","'99.46748352"
"'13","'LINE","'13","'99.96926880"
"'13","'LINE","'29 In which circuit do both lamps light?","'99.82952118"
"'13","'LINE","'A","'99.88881683"
"'13","'LINE","'B","'92.89448547"
"'13","'LINE","'C","'93.02063751"
"'13","'LINE","'D","'99.96147156"
"'13","'LINE","'30 An isotope of strontium has the nuclide notation 38 84 Sr.","'99.90951538"
"'13","'LINE","'How many protons and neutrons are there in a nucleus of this isotope?","'99.95890808"
"'13","'LINE","'protons","'99.97428131"
"'13","'LINE","'neutrons","'99.74649811"
"'13","'LINE","'A","'99.87242126"
"'13","'LINE","'38","'99.97346497"
"'13","'LINE","'46","'99.99151611"
"'13","'LINE","'B","'93.61088562"
"'13","'LINE","'38","'99.97474670"
"'13","'LINE","'84","'99.98764038"
"'13","'LINE","'C","'95.62879944"
"'13","'LINE","'46","'99.98015594"
"'13","'LINE","'38","'99.98120880"
"'13","'LINE","'D","'99.93530273"
"'13","'LINE","'46","'99.97364044"
"'13","'LINE","'84","'99.97580719"
"'13","'LINE","'31 A student is investigating the count rate of a radioactive substance.","'99.92488861"
"'13","'LINE","'How must he adjust his reading for the background count?","'99.97676849"
"'13","'LINE","'A","'99.88903046"
"'13","'LINE","'Add the background count to his reading.","'99.92147827"
"'13","'LINE","'B","'94.21844482"
"'13","'LINE","'Ignore the background count as it will not affect his reading.","'99.88352966"
"'13","'LINE","'C","'96.01575470"
"'13","'LINE","'Subtract the background count from his reading.","'99.92256927"
"'13","'LINE","'D","'99.92781067"
"'13","'LINE","'Take repeat readings to eliminate the background count.","'99.94633484"
"'13","'LINE","'32 What occurs during nuclear fusion?","'99.95886230"
"'13","'LINE","'A","'99.91524506"
"'13","'LINE","'Two light atomic nuclei join together and emit energy.","'99.92295074"
"'13","'LINE","'B","'92.58731842"
"'13","'LINE","'Two light atomic nuclei join together and absorb energy.","'99.92169952"
"'13","'LINE","'C","'96.47823334"
"'13","'LINE","'A heavy atomic nucleus splits and emits energy.","'99.92869568"
"'13","'LINE","'D A heavy atomic nucleus splits and absorbs energy.","'99.92649841"
"'13","'LINE","'© UCLES 2024","'84.98473358"
"'13","'LINE","'0625/22/F/M/24","'99.46820831"
"'13","'LINE","'[Turn over","'99.67210388"
"'14","'LINE","'14","'99.94197083"
"'14","'LINE","'33 A beta-particle enters a uniform magnetic field directed into the page and deflects downwards, as","'99.89743805"
"'14","'LINE","'shown.","'99.22583771"
"'14","'LINE","'region of magnetic","'99.97262573"
"'14","'LINE","'field into page","'99.98061371"
